lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
5441|4|28|67|2|19961010|4-NOT SPECI|0|47|4545182|18208102|7|4227019|58023|8|19970105|FOB
5441|5|28|139|1|19961010|4-NOT SPECI|0|46|4779998|18208102|0|4779998|62347|5|19961204|TRUCK
5442|1|26|42|2|19950318|1-URGENT|0|16|1507264|13933294|0|1507264|56522|0|19950506|RAIL
5442|2|26|88|2|19950318|1-URGENT|0|45|4446360|13933294|8|4090651|59284|1|19950429|AIR
5442|3|26|61|2|19950318|1-URGENT|0|12|1153272|13933294|1|1141739|57663|8|19950521|TRUCK
5442|4|26|158|1|19950318|1-URGENT|0|21|2222115|13933294|7|2066566|63489|6|19950424|MAIL
5442|5|26|16|1|19950318|1-URGENT|0|25|2290025|13933294|4|2198424|54960|0|19950418|REG AIR
5442|6|26|144|2|19950318|1-URGENT|0|26|2714764|13933294|8|2497582|62648|7|19950524|AIR
5443|1|23|178|1|19930726|5-LOW|0|14|1509438|12495079|2|1479249|64690|0|19930827|RAIL
5443|2|23|72|1|19930726|5-LOW|0|39|3791073|12495079|3|3677340|58324|7|19930915|RAIL
5443|3|23|160|2|19930726|5-LOW|0|25|2650400|12495079|5|2517880|63609|0|19931024|FOB
5443|4|23|191|2|19930726|5-LOW|0|6|654714|12495079|5|621978|65471|2|19930918|AIR
5443|5|23|83|1|19930726|5-LOW|0|40|3932320|12495079|3|3814350|58984|3|19930925|FOB
5444|1|2|186|2|19940621|5-LOW|0|21|2280978|2416239|1|2258168|65170|7|19940729|RAIL
5445|1|4|90|2|19960316|3-MEDIUM|0|33|3267297|3216326|8|3005913|59405|7|19960604|REG AIR
5446|1|14|190|2|19930411|5-LOW|0|27|2943513|18354962|5|2796337|65411|7|19930615|RAIL
5446|2|14|74|1|19930411|5-LOW|0|27|2629989|18354962|1|2603689|58444|8|19930624|AIR
5446|3|14|104|1|19930411|5-LOW|0|15|1506150|18354962|5|1430842|60246|2|19930611|MAIL
5446|4|14|77|2|19930411|5-LOW|0|43|4201401|18354962|3|4075358|58624|2|19930709|FOB
5446|5|14|59|1|19930411|5-LOW|0|16|1534480|18354962|2|1503790|57543|3|19930524|MAIL
5446|6|14|26|2|19930411|5-LOW|0|16|1481632|18354962|7|1377917|55561|3|19930705|SHIP
5446|7|14|62|1|19930411|5-LOW|0|43|4136858|18354962|6|3888646|57723|2|19930710|MAIL
5447|1|13|99|1|19920325|4-NOT SPECI|0|31|3097179|9971198|9|2818432|59945|3|19920516|SHIP
5447|2|13|91|2|19920325|4-NOT SPECI|0|39|3865251|9971198|7|3594683|59465|2|19920610|SHIP
5447|3|13|55|1|19920325|4-NOT SPECI|0|38|3629190|9971198|9|3302562|57303|3|19920603|REG AIR
5472|1|11|59|1|19920601|4-NOT SPECI|0|27|2589435|13858721|9|2356385|57543|6|19920827|TRUCK
5472|2|11|68|2|19920601|4-NOT SPECI|0|28|2710568|13858721|0|2710568|58083|3|19920718|FOB
5472|3|11|178|2|19920601|4-NOT SPECI|0|45|4851765|13858721|6|4560659|64690|2|19920704|TRUCK
5472|4|11|184|2|19920601|4-NOT SPECI|0|37|4011466|13858721|7|3730663|65050|5|19920823|RAIL
5473|1|28|48|1|19960707|5-LOW|0|9|853236|885572|3|827638|56882|7|19960911|AIR
5474|1|19|184|1|19971106|1-URGENT|0|38|4119884|5339423|1|4078685|65050|8|19971221|REG AIR
5474|2|19|94|2|19971106|1-URGENT|0|10|994090|5339423|6|934444|59645|0|19980115|TRUCK
5475|1|22|183|2|19971230|5-LOW|0|10|1083180|11035182|9|985693|64990|8|19980214|AIR
5475|2|22|162|2|19971230|5-LOW|0|30|3186480|11035182|3|3090885|63729|6|19980327|TRUCK
5475|3|22|119|1|19971230|5-LOW|0|17|1732487|11035182|4|1663187|61146|5|19980328|AIR
5475|4|22|7|1|19971230|5-LOW|0|8|725600|11035182|0|725600|54420|7|19980321|TRUCK
5475|5|22|160|1|19971230|5-LOW|0|1|106016|11035182|5|100715|63609|8|19980131|MAIL
5475|6|22|140|1|19971230|5-LOW|0|40|4160560|11035182|7|3869320|62408|5|19980329|AIR
5476|1|25|48|2|19960517|1-URGENT|0|13|1232452|4625721|1|1220127|56882|4|19960618|TRUCK
5476|2|25|20|1|19960517|1-URGENT|0|17|1564034|4625721|10|1407630|55201|1|19960808|FOB
5476|3|25|144|1|19960517|1-URGENT|0|18|1879452|4625721|1|1860657|62648|4|19960720|FOB
5477|1|14|80|2|19931222|3-MEDIUM|0|20|1960160|3910659|3|1901355|58804|1|19940201|SHIP
5477|2|14|77|1|19931222|3-MEDIUM|0|21|2051847|3910659|3|1990291|58624|0|19940207|SHIP
5478|1|4|8|1|19930106|2-HIGH|0|39|3541200|9750223|9|3222492|54480|6|19930214|SHIP
5478|2|4|2|1|19930106|2-HIGH|0|47|4239400|9750223|10|3815460|54120|1|19930303|RAIL
5478|3|4|119|1|19930106|2-HIGH|0|25|2547775|9750223|9|2318475|61146|7|19930303|TRUCK
5479|1|19|138|1|19971004|5-LOW|0|50|5190650|15621275|2|5086837|62287|2|19971127|MAIL
5479|2|19|104|1|19971004|5-LOW|0|19|1907790|15621275|5|1812400|60246|3|19971218|SHIP
5479|3|19|136|1|19971004|5-LOW|0|49|5077037|15621275|10|4569333|62167|1|19971208|TRUCK
5479|4|19|140|1|19971004|5-LOW|0|18|1872252|15621275|2|1834806|62408|5|19971114|AIR
5479|5|19|167|1|19971004|5-LOW|0|19|2027604|15621275|4|1946499|64029|4|19971216|AIR
5504|1|19|68|2|19931108|1-URGENT|0|4|387224|1140863|10|348501|58083|7|19940101|AIR
5504|2|19|177|1|19931108|1-URGENT|0|7|754019|1140863|3|731398|64630|5|19940115|TRUCK
5505|1|1|25|2|19980528|5-LOW|0|43|3977586|14732951|7|3699154|55501|1|19980722|TRUCK
5505|2|1|182|2|19980528|5-LOW|0|33|3571194|14732951|5|3392634|64930|8|19980705|AIR
5505|3|1|155|2|19980528|5-LOW|0|10|1055150|14732951|6|991841|63309|1|19980721|AIR
5505|4|1|40|2|19980528|5-LOW|0|18|1692072|14732951|4|1624389|56402|4|19980805|RAIL
5505|5|1|162|2|19980528|5-LOW|0|46|4885936|14732951|5|4641639|63729|0|19980628|SHIP
5506|1|13|140|1|19960621|1-URGENT|0|2|208028|214268|0|208028|62408|3|19960826|MAIL
5507|1|16|10|2|19940408|5-LOW|0|23|2093023|14036370|5|1988371|54600|4|19940515|AIR
5507|2|16|138|1|19940408|5-LOW|0|48|4983024|14036370|3|4833533|62287|1|19940621|AIR
5507|3|16|45|1|19940408|5-LOW|0|4|378016|14036370|4|362895|56702|6|19940513|RAIL
5507|4|16|67|1|19940408|5-LOW|0|22|2127532|14036370|7|1978604|58023|1|19940621|TRUCK
5507|5|16|132|1|19940408|5-LOW|0|48|4954224|14036370|6|4656970|61927|1|19940526|SHIP
5508|1|8|117|2|19930108|3-MEDIUM|0|4|406844|8723744|10|366159|61026|4|19930219|AIR
5508|2|8|126|1|19930108|3-MEDIUM|0|47|4822764|8723744|7|4485170|61567|2|19930220|FOB
5508|3|8|29|2|19930108|3-MEDIUM|0|35|3251570|8723744|8|2991444|55741|3|19930320|MAIL
5508|4|8|102|2|19930108|3-MEDIUM|0|7|701470|8723744|4|673411|60126|2|19930213|SHIP
5509|1|16|197|2|19941129|1-URGENT|0|3|329157|14957833|3|319282|65831|2|19950101|SHIP
5509|2|16|99|2|19941129|1-URGENT|0|17|1698453|14957833|3|1647499|59945|7|19950220|AIR
5509|3|16|93|2|19941129|1-URGENT|0|30|2979270|14957833|4|2860099|59585|4|19950122|AIR
5509|4|16|100|2|19941129|1-URGENT|0|45|4500450|14957833|0|4500450|60006|7|19950118|AIR
5509|5|16|156|2|19941129|1-URGENT|0|35|3696525|14957833|4|3548664|63369|3|19950219|RAIL
5509|6|16|163|2|19941129|1-URGENT|0|5|531580|14957833|6|499685|63789|6|19950204|TRUCK
5509|7|16|86|1|19941129|1-URGENT|0|9|887472|14957833|4|851973|59164|5|19950124|AIR
5510|1|25|16|2|19980316|4-NOT SPECI|0|8|732808|13484370|1|725479|54960|1|19980604|FOB
5510|2|25|20|2|19980316|4-NOT SPECI|0|46|4232092|13484370|2|4147450|55201|7|19980417|TRUCK
5510|3|25|162|1|19980316|4-NOT SPECI|0|47|4992152|13484370|3|4842387|63729|1|19980531|SHIP
5510|4|25|24|2|19980316|4-NOT SPECI|0|29|2679658|13484370|9|2438488|55441|8|19980603|AIR
5510|5|25|59|1|19980316|4-NOT SPECI|0|8|767240|13484370|2|751895|57543|5|19980426|MAIL
5511|1|25|165|1|19961003|3-MEDIUM|0|16|1704256|10054239|10|1533830|63909|5|19961110|RAIL
5511|2|25|165|2|19961003|3-MEDIUM|0|31|3301996|10054239|9|3004816|63909|1|19961125|REG AIR
5511|3|25|128|1|19961003|3-MEDIUM|0|49|5037788|10054239|5|4785898|61687|5|19961201|REG AIR
5511|4|25|122|1|19961003|3-MEDIUM|0|4|408848|10054239|8|376140|61327|2|19961120|RAIL
5536|1|28|90|2|19931225|1-URGENT|0|14|1386126|9607521|8|1275235|59405|6|19940216|MAIL
5536|2|28|62|1|19931225|1-URGENT|0|20|1924120|9607521|8|1770190|57723|4|19940218|REG AIR
5536|3|28|197|1|19931225|1-URGENT|0|35|3840165|9607521|7|3571353|65831|2|19940319|MAIL
5536|4|28|9|1|19931225|1-URGENT|0|30|2727000|9607521|5|2590650|54540|7|19940303|FOB
5537|1|25|45|2|19940731|5-LOW|0|10|945040|969611|5|897788|56702|8|19941022|AIR
5538|1|26|154|2|19961012|4-NOT SPECI|0|42|4427430|9098128|5|4206058|63249|0|19970102|REG AIR
5538|2|26|121|1|19961012|4-NOT SPECI|0|4|408448|9098128|2|400279|61267|3|19961205|REG AIR
5538|3|26|19|1|19961012|4-NOT SPECI|0|38|3492238|9098128|3|3387470|55140|6|19961129|FOB
5538|4|26|78|2|19961012|4-NOT SPECI|0|9|880263|9098128|0|880263|58684|1|19961118|REG AIR
5539|1|29|65|2|19970930|3-MEDIUM|0|42|4053252|3939760|10|3647926|57903|8|19971117|RAIL
5540|1|10|181|1|19960420|4-NOT SPECI|0|42|4540956|4806146|2|4450136|64870|8|19960626|RAIL
5541|1|23|96|1|19930925|3-MEDIUM|0|39|3884751|22943947|8|3573970|59765|5|19931222|RAIL
5541|2|23|88|1|19930925|3-MEDIUM|0|22|2173776|22943947|5|2065087|59284|5|19931215|FOB
5541|3|23|25|1|19930925|3-MEDIUM|0|22|2035044|22943947|9|1851890|55501|3|19931217|RAIL
5541|4|23|25|2|19930925|3-MEDIUM|0|13|1202526|22943947|2|1178475|55501|8|19931123|AIR
5541|5|23|27|1|19930925|3-MEDIUM|0|48|4449696|22943947|0|4449696|55621|0|19931111|TRUCK
5541|6|23|110|1|19930925|3-MEDIUM|0|48|4848528|22943947|1|4800042|60606|1|19931219|MAIL
5541|7|23|120|2|19930925|3-MEDIUM|0|48|4896576|22943947|9|4455884|61207|2|19931220|RAIL
5542|1|7|189|1|19950607|3-MEDIUM|0|6|653508|8824211|3|633902|65350|1|19950715|TRUCK
5542|2|7|113|2|19950607|3-MEDIUM|0|26|2634086|8824211|3|2555063|60786|8|19950807|MAIL
5542|3|7|199|2|19950607|3-MEDIUM|0|50|5495950|8824211|6|5166193|65951|5|19950722|FOB
5543|1|22|143|1|19930430|4-NOT SPECI|0|14|1460396|7934874|2|1431188|62588|3|19930714|SHIP
5543|2|22|162|2|19930430|4-NOT SPECI|0|22|2336752|7934874|4|2243281|63729|0|19930607|SHIP
5543|3|22|67|1|19930430|4-NOT SPECI|0|3|290118|7934874|8|266908|58023|5|19930610|FOB
5543|4|22|147|2|19930430|4-NOT SPECI|0|8|837712|7934874|5|795826|62828|1|19930623|SHIP
5543|5|22|80|1|19930430|4-NOT SPECI|0|32|3136256|7934874|3|3042168|58804|3|19930619|AIR
5568|1|23|166|1|19960812|2-HIGH|0|50|5330800|10542109|5|5064260|63969|5|19961109|TRUCK
5568|2|23|44|1|19960812|2-HIGH|0|18|1699272|10542109|1|1682279|56642|8|19961023|SHIP
5568|3|23|89|1|19960812|2-HIGH|0|35|3461780|10542109|8|3184837|59344|7|19961109|SHIP
5569|1|22|29|1|19921219|4-NOT SPECI|0|25|2322550|9183084|10|2090295|55741|3|19930308|TRUCK
5569|2|22|58|2|19921219|4-NOT SPECI|0|26|2490930|9183084|9|2266746|57483|6|19930312|MAIL
5569|3|22|55|1|19921219|4-NOT SPECI|0|48|4584240|9183084|2|4492555|57303|3|19930203|SHIP
5570|1|2|161|2|19940717|2-HIGH|0|37|3926292|19422464|8|3612188|63669|2|19940927|RAIL
5570|2|2|39|2|19940717|2-HIGH|0|15|1408545|19422464|9|1281775|56341|2|19940909|REG AIR
5570|3|2|60|1|19940717|2-HIGH|0|29|2784174|19422464|2|2728490|57603|5|19940924|SHIP
5570|4|2|68|2|19940717|2-HIGH|0|30|2904180|19422464|9|2642803|58083|3|19940901|REG AIR
5570|5|2|61|1|19940717|2-HIGH|0|20|1922120|19422464|4|1845235|57663|1|19941011|RAIL
5570|6|2|38|2|19940717|2-HIGH|0|35|3283105|19422464|9|2987625|56281|6|19940905|REG AIR
5570|7|2|191|1|19940717|2-HIGH|0|35|3819165|19422464|4|3666398|65471|4|19940917|MAIL
5571|1|8|154|1|19960815|3-MEDIUM|0|32|3373280|10255042|5|3204616|63249|1|19961026|FOB
5571|2|8|94|2|19960815|3-MEDIUM|0|31|3081679|10255042|9|2804327|59645|7|19960914|SHIP
5571|3|8|92|2|19960815|3-MEDIUM|0|18|1785762|10255042|10|1607185|59525|5|19961025|REG AIR
5571|4|8|49|2|19960815|3-MEDIUM|0|1|94904|10255042|5|90158|56942|8|19961104|FOB
5571|5|8|6|2|19960815|3-MEDIUM|0|25|2265000|10255042|7|2106450|54360|6|19961005|AIR
5572|1|7|22|2|19920310|4-NOT SPECI|0|24|2212848|14573654|8|2035820|55321|8|19920526|MAIL
5572|2|7|172|2|19920310|4-NOT SPECI|0|27|2894859|14573654|3|2808013|64330|4|19920504|SHIP
5572|3|7|87|1|19920310|4-NOT SPECI|0|19|1875452|14573654|10|1687906|59224|0|19920531|RAIL
5572|4|7|135|2|19920310|4-NOT SPECI|0|46|4761598|14573654|2|4666366|62107|1|19920607|REG AIR
5572|5|7|24|2|19920310|4-NOT SPECI|0|34|3141668|14573654|10|2827501|55441|8|19920409|TRUCK
5573|1|22|21|1|19950724|5-LOW|0|32|2947264|11437546|5|2799900|55261|7|19951003|RAIL
5573|2|22|50|2|19950724|5-LOW|0|2|190010|11437546|1|188109|57003|7|19950907|TRUCK
5573|3|22|11|2|19950724|5-LOW|0|46|4190646|11437546|6|3939207|54660|1|19950910|MAIL
5573|4|22|169|2|19950724|5-LOW|0|43|4597388|11437546|10|4137649|64149|3|19951012|FOB
5574|1|19|185|1|19970208|4-NOT SPECI|0|46|4991828|7244735|2|4891991|65110|7|19970320|FOB
5574|2|19|33|2|19970208|4-NOT SPECI|0|21|1959363|7244735|5|1861394|55981|8|19970327|TRUCK
5575|1|4|58|2|19920106|2-HIGH|0|7|670635|5183994|1|663928|57483|7|19920314|FOB
5575|2|4|31|2|19920106|2-HIGH|0|23|2141369|5183994|4|2055714|55861|2|19920323|AIR
5575|3|4|63|2|19920106|2-HIGH|0|16|1540896|5183994|0|1540896|57783|7|19920328|RAIL
5575|4|4|110|1|19920106|2-HIGH|0|7|707077|5183994|1|700006|60606|4|19920227|RAIL
5600|1|26|187|1|19970730|3-MEDIUM|0|34|3696412|5767580|2|3622483|65230|0|19970924|MAIL
5600|2|26|8|2|19970730|3-MEDIUM|0|19|1725200|5767580|0|1725200|54480|1|19970912|TRUCK
5600|3|26|155|2|19970730|3-MEDIUM|0|4|422060|5767580|10|379854|63309|6|19970922|AIR
5601|1|16|38|2|19920620|4-NOT SPECI|0|29|2720287|10624845|9|2475461|56281|4|19920808|TRUCK
5601|2|16|164|2|19920620|4-NOT SPECI|0|45|4788720|10624845|10|4309848|63849|7|19920916|MAIL
5601|3|16|73|1|19920620|4-NOT SPECI|0|38|3697666|10624845|7|3438829|58384|0|19920814|REG AIR
5602|1|10|176|2|19980414|4-NOT SPECI|0|9|968553|6797949|8|891068|64570|3|19980530|FOB
5602|2|10|62|2|19980414|4-NOT SPECI|0|31|2982386|6797949|4|2863090|57723|8|19980709|TRUCK
5602|3|10|68|2|19980414|4-NOT SPECI|0|30|2904180|6797949|4|2788012|58083|0|19980710|FOB
5603|1|7|98|2|19960822|2-HIGH|0|50|4990450|21352367|3|4840736|59885|2|19961022|SHIP
5603|2|7|116|2|19960822|2-HIGH|0|49|4978939|21352367|6|4680202|60966|5|19960929|FOB
5603|3|7|32|2|19960822|2-HIGH|0|49|4566947|21352367|0|4566947|55921|2|19960922|TRUCK
5603|4|7|53|1|19960822|2-HIGH|0|47|4479335|21352367|7|4165781|57183|1|19961022|FOB
5603|5|7|37|1|19960822|2-HIGH|0|10|937030|21352367|5|890178|56221|5|19961008|AIR
5603|6|7|24|1|19960822|2-HIGH|0|20|1848040|21352367|8|1700196|55441|0|19961014|SHIP
5604|1|29|136|1|19961112|5-LOW|0|44|4558972|24387138|5|4331023|62167|1|19970205|RAIL
5604|2|29|136|1|19961112|5-LOW|0|49|5077037|24387138|10|4569333|62167|0|19970204|FOB
5604|3|29|78|1|19961112|5-LOW|0|10|978070|24387138|7|909605|58684|5|19970121|SHIP
5604|4|29|200|1|19961112|5-LOW|0|37|4070740|24387138|9|3704373|66012|7|19970126|RAIL
5604|5|29|157|2|19961112|5-LOW|0|30|3171450|24387138|4|3044592|63429|0|19970208|FOB
5604|6|29|7|2|19961112|5-LOW|0|43|3900100|24387138|0|3900100|54420|1|19961222|FOB
5604|7|29|166|1|19961112|5-LOW|0|32|3411712|24387138|3|3309360|63969|7|19970128|RAIL
5605|1|19|87|2|19920101|4-NOT SPECI|0|50|4935400|4767596|8|4540568|59224|5|19920224|RAIL
5606|1|16|174|1|19960205|1-URGENT|0|47|5048599|12514946|10|4543739|64450|4|19960425|REG AIR
5606|2|16|92|1|19960205|1-URGENT|0|34|3373106|12514946|9|3069526|59525|6|19960503|REG AIR
5606|3|16|127|1|19960205|1-URGENT|0|46|4724752|12514946|4|4535761|61627|0|19960407|REG AIR
5607|1|16|132|1|19980531|3-MEDIUM|0|23|2373899|21709167|2|2326421|61927|6|19980712|MAIL
5607|2|16|46|1|19980531|3-MEDIUM|0|16|1513664|21709167|6|1422844|56762|1|19980803|AIR
5607|3|16|182|2|19980531|3-MEDIUM|0|37|4004066|21709167|7|3723781|64930|5|19980730|REG AIR
5607|4|16|31|1|19980531|3-MEDIUM|0|18|1675854|21709167|0|1675854|55861|5|19980824|TRUCK
5607|5|16|77|1|19980531|3-MEDIUM|0|48|4689936|21709167|9|4267841|58624|1|19980709|TRUCK
5607|6|16|31|1|19980531|3-MEDIUM|0|37|3444811|21709167|6|3238122|55861|4|19980818|MAIL
5607|7|16|98|2|19980531|3-MEDIUM|0|43|4291787|21709167|2|4205951|59885|6|19980829|REG AIR
5632|1|14|10|1|19960731|3-MEDIUM|0|48|4368048|16945215|6|4105965|54600|6|19960917|FOB
5632|2|14|106|1|19960731|3-MEDIUM|0|21|2112810|16945215|2|2070553|60366|8|19960903|AIR
5632|3|14|67|2|19960731|3-MEDIUM|0|24|2320944|16945215|4|2228106|58023|6|19960926|MAIL
5632|4|14|146|1|19960731|3-MEDIUM|0|47|4916858|16945215|10|4425172|62768|7|19960919|REG AIR
5632|5|14|102|1|19960731|3-MEDIUM|0|33|3306930|16945215|7|3075444|60126|6|19960907|SHIP
5633|1|14|160|2|19920816|3-MEDIUM|0|28|2968448|20711983|2|2909079|63609|0|19921009|SHIP
5633|2|14|102|1|19920816|3-MEDIUM|0|10|1002100|20711983|9|911911|60126|4|19921019|AIR
5633|3|14|46|1|19920816|3-MEDIUM|0|27|2554308|20711983|3|2477678|56762|2|19921013|AIR
5633|4|14|164|1|19920816|3-MEDIUM|0|50|5320800|20711983|2|5214384|63849|5|19920924|TRUCK
5633|5|14|100|1|19920816|3-MEDIUM|0|48|4800480|20711983|1|4752475|60006|5|19921007|TRUCK
5633|6|14|107|2|19920816|3-MEDIUM|0|1|100710|20711983|2|98695|60426|3|19921113|RAIL
5633|7|14|11|1|19920816|3-MEDIUM|0|39|3552939|20711983|2|3481880|54660|8|19920918|TRUCK
5634|1|25|185|2|19950216|3-MEDIUM|0|26|2821468|11858851|10|2539321|65110|8|19950403|REG AIR
5634|2|25|175|2|19950216|3-MEDIUM|0|22|2365374|11858851|2|2318066|64510|5|19950319|MAIL
5634|3|25|109|2|19950216|3-MEDIUM|0|16|1614560|11858851|8|1485395|60546|2|19950402|AIR
5634|4|25|182|2|19950216|3-MEDIUM|0|29|3138322|11858851|0|3138322|64930|1|19950517|MAIL
5634|5|25|1|1|19950216|3-MEDIUM|0|1|90100|11858851|4|86496|54060|2|19950509|MAIL
5634|6|25|178|1|19950216|3-MEDIUM|0|9|970353|11858851|5|921835|64690|5|19950509|AIR
5634|7|25|36|1|19950216|3-MEDIUM|0|10|936030|11858851|6|879868|56161|7|19950512|TRUCK
5635|1|22|83|2|19960617|3-MEDIUM|0|43|4227244|15744995|3|4100426|58984|0|19960731|TRUCK
5635|2|22|72|1|19960617|3-MEDIUM|0|5|486035|15744995|5|461733|58324|8|19960906|REG AIR
5635|3|22|72|2|19960617|3-MEDIUM|0|12|1166484|15744995|9|1061500|58324|2|19960726|REG AIR
5635|4|22|8|2|19960617|3-MEDIUM|0|40|3632000|15744995|3|3523040|54480|1|19960906|FOB
5635|5|22|169|1|19960617|3-MEDIUM|0|38|4062808|15744995|5|3859667|64149|6|19960727|MAIL
5635|6|22|162|2|19960617|3-MEDIUM|0|23|2442968|15744995|5|2320819|63729|4|19960911|AIR
5636|1|22|70|1|19940117|1-URGENT|0|18|1746126|6379206|5|1658819|58204|3|19940417|REG AIR
5636|2|22|70|2|19940117|1-URGENT|0|26|2522182|6379206|3|2446516|58204|6|19940416|AIR
5636|3|22|90|1|19940117|1-URGENT|0|21|2079189|6379206|3|2016813|59405|3|19940411|AIR
5637|1|29|47|1|19940602|3-MEDIUM|0|14|1325856|1350384|3|1286080|56822|5|19940711|MAIL
5638|1|25|138|1|19980723|2-HIGH|0|45|4671585|19096515|9|4251142|62287|7|19980912|TRUCK
5638|2|25|168|2|19980723|2-HIGH|0|12|1281792|19096515|2|1256156|64089|5|19981005|TRUCK
5638|3|25|162|2|19980723|2-HIGH|0|21|2230536|19096515|8|2052093|63729|0|19980930|TRUCK
5638|4|25|24|2|19980723|2-HIGH|0|43|3973286|19096515|0|3973286|55441|8|19981012|RAIL
5638|5|25|27|2|19980723|2-HIGH|0|20|1854040|19096515|8|1705716|55621|7|19980916|FOB
5638|6|25|156|1|19980723|2-HIGH|0|17|1795455|19096515|7|1669773|63369|0|19980911|FOB
5638|7|25|173|1|19980723|2-HIGH|0|31|3326827|19096515|2|3260290|64390|4|19980826|FOB
5639|1|20|47|2|19930628|4-NOT SPECI|0|11|1041744|6737709|9|947987|56822|2|19930805|SHIP
5639|2|20|155|2|19930628|4-NOT SPECI|0|43|4537145|6737709|10|4083430|63309|7|19930823|RAIL
5639|3|20|14|2|19930628|4-NOT SPECI|0|5|457005|6737709|5|434154|54840|3|19930831|MAIL
5639|4|20|143|1|19930628|4-NOT SPECI|0|9|938826|6737709|5|891884|62588|7|19930811|MAIL
5664|1|4|122|2|19940202|2-HIGH|0|25|2555300|14584020|0|2555300|61327|6|19940405|FOB
5664|2|4|173|2|19940202|2-HIGH|0|9|965853|14584020|7|898243|64390|5|19940308|RAIL
5664|3|4|53|1|19940202|2-HIGH|0|31|2954455|14584020|1|2924910|57183|3|19940325|FOB
5664|4|4|138|2|19940202|2-HIGH|0|33|3425829|14584020|8|3151762|62287|3|19940330|RAIL
5664|5|4|112|2|19940202|2-HIGH|0|44|4453284|14584020|1|4408751|60726|6|19940408|TRUCK
5665|1|10|101|1|19950810|1-URGENT|0|32|3203520|3267590|0|3203520|60066|2|19950913|AIR
5666|1|22|122|2|19950322|4-NOT SPECI|0|7|715484|703177|9|651090|61327|8|19950524|FOB
5667|1|16|145|2|19960506|1-URGENT|0|37|3867018|13643494|9|3518986|62708|6|19960613|REG AIR
5667|2|16|47|1|19960506|1-URGENT|0|39|3693456|13643494|10|3324110|56822|3|19960706|TRUCK
5667|3|16|75|2|19960506|1-URGENT|0|18|1755126|13643494|6|1649818|58504|4|19960612|AIR
5667|4|16|26|2|19960506|1-URGENT|0|3|277806|13643494|10|250025|55561|6|19960803|AIR
5667|5|16|4|1|19960506|1-URGENT|0|50|4520000|13643494|5|4294000|54240|5|19960614|REG AIR
5668|1|2|4|2|19930421|5-LOW|0|15|1356000|3108912|3|1315320|54240|4|19930611|FOB
5668|2|2|57|1|19930421|5-LOW|0|2|191410|3108912|4|183753|57423|2|19930711|RAIL
5668|3|2|24|2|19930421|5-LOW|0|4|369608|3108912|6|347431|55441|7|19930605|AIR
5668|4|2|147|1|19930421|5-LOW|0|11|1151854|3108912|5|1094261|62828|8|19930603|RAIL
5669|1|10|191|1|19980206|2-HIGH|0|7|763833|12576527|6|718003|65471|6|19980409|SHIP
5669|2|10|156|2|19980206|2-HIGH|0|2|211230|12576527|6|198556|63369|7|19980318|SHIP
5669|3|10|158|1|19980206|2-HIGH|0|40|4232600|12576527|0|4232600|63489|2|19980318|FOB
5669|4|10|90|1|19980206|2-HIGH|0|31|3069279|12576527|4|2946507|59405|5|19980313|AIR
5669|5|10|140|2|19980206|2-HIGH|0|30|3120420|12576527|7|2901990|62408|1|19980430|TRUCK
5669|6|10|198|1|19980206|2-HIGH|0|12|1317828|12576527|8|1212401|65891|4|19980409|MAIL
5670|1|29|90|1|19950504|1-URGENT|0|27|2673243|16963862|10|2405918|59405|6|19950612|REG AIR
5670|2|29|186|1|19950504|1-URGENT|0|43|4670574|16963862|6|4390339|65170|0|19950616|FOB
5670|3|29|7|1|19950504|1-URGENT|0|24|2176800|16963862|9|1980888|54420|4|19950714|AIR
5670|4|29|142|1|19950504|1-URGENT|0|11|1146354|16963862|6|1077572|62528|6|19950709|MAIL
5670|5|29|10|2|19950504|1-URGENT|0|32|2912032|16963862|7|2708189|54600|1|19950718|TRUCK
5670|6|29|84|2|19950504|1-URGENT|0|24|2361792|16963862|1|2338174|59044|6|19950609|MAIL
5670|7|29|102|1|19950504|1-URGENT|0|15|1503150|16963862|1|1488118|60126|8|19950701|SHIP
5671|1|11|120|2|19921005|1-URGENT|0|25|2550300|8941062|0|2550300|61207|8|19921124|AIR
5671|2|11|129|2|19921005|1-URGENT|0|46|4733952|8941062|5|4497254|61747|8|19921219|MAIL
5671|3|11|172|2|19921005|1-URGENT|0|13|1393821|8941062|10|1254438|64330|6|19921130|TRUCK
5696|1|19|137|2|19940521|3-MEDIUM|0|28|2903964|19285201|3|2816845|62227|6|19940701|REG AIR
5696|2|19|59|2|19940521|3-MEDIUM|0|46|4411630|19285201|1|4367513|57543|0|19940725|AIR
5696|3|19|167|2|19940521|3-MEDIUM|0|42|4482072|19285201|4|4302789|64029|1|19940628|SHIP
5696|4|19|98|1|19940521|3-MEDIUM|0|20|1996180|19285201|8|1836485|59885|0|19940804|TRUCK
5696|5|19|124|1|19940521|3-MEDIUM|0|19|1945828|19285201|7|1809620|61447|5|19940630|SHIP
5696|6|19|132|2|19940521|3-MEDIUM|0|37|3818881|19285201|4|3666125|61927|5|19940710|RAIL
